cnty_name,naics_code,count,lat,lng
Grant,Nonmetallic Mineral Product Mfg,2,40.5158446,-85.6547259
Grant,"Arts, Entertainment, And Recreation",12,40.5158446,-85.6547259
Grant,Support Activities For Transportation,4,40.5158446,-85.6547259
Grant,Beverage And Tobacco Product Mfg,1,40.5158446,-85.6547259
Grant,Furniture And Related Product Mfg,4,40.5158446,-85.6547259
Grant,"Performing Arts, Spectator Sports, And Related Industries",4,40.5158446,-85.6547259
Grant,Wood Product Manufacturing,3,40.5158446,-85.6547259
Grant,Primary Metal Manufacturing,3,40.5158446,-85.6547259
Grant,Educational Services,9,40.5158446,-85.6547259
Grant,Textile Product Mills,1,40.5158446,-85.6547259
Grant,Waste Mgt. & Remediation Services,2,40.5158446,-85.6547259
Grant,Clothing And Clothing Accessories Stores,13,40.5158446,-85.6547259
Grant,Management Of Companies And Enterprises,8,40.5158446,-85.6547259
Grant,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",24,40.5158446,-85.6547259
Grant,Telecommunications,7,40.5158446,-85.6547259
Grant,Broadcasting (Except Internet),1,40.5158446,-85.6547259
Grant,Wholesale Elec. Markets & Agents & Brokers,5,40.5158446,-85.6547259
Grant,"Amusement, Gambling, And Recreation Industries",8,40.5158446,-85.6547259
Grant,Utilities,3,40.5158446,-85.6547259
Grant,Transit And Ground Passenger Trans.,2,40.5158446,-85.6547259
Grant,Heavy And Civil Engineering Construction,3,40.5158446,-85.6547259
Grant,Paper Manufacturing,4,40.5158446,-85.6547259
Grant,Sporting & Music Stores,11,40.5158446,-85.6547259
Grant,Information,11,40.5158446,-85.6547259
Grant,Motor Vehicle And Parts Dealers,24,40.5158446,-85.6547259
Grant,Health And Personal Care Stores,14,40.5158446,-85.6547259
Grant,Animal Production,1,40.5158446,-85.6547259
Grant,Electronics And Appliance Stores,10,40.5158446,-85.6547259
Grant,Bldg. Mat. & Garden Equip. & Supp. Dealers,16,40.5158446,-85.6547259
Grant,Accommodation,8,40.5158446,-85.6547259
Grant,Electric,2,40.5158446,-85.6547259
Grant,Computer And Electronic Product Mfg,3,40.5158446,-85.6547259
Grant,Publishing Industries (Except Internet),2,40.5158446,-85.6547259
Grant,Printing And Related Support Activities,6,40.5158446,-85.6547259
Grant,Mining (Except Oil And Gas),5,40.5158446,-85.6547259
Grant,Crop Production,12,40.5158446,-85.6547259
Grant,Couriers And Messengers,1,40.5158446,-85.6547259
Grant,Plastics And Rubber Products Mfg,3,40.5158446,-85.6547259
Grant,Chemical Manufacturing,4,40.5158446,-85.6547259
Grant,Food Manufacturing,4,40.5158446,-85.6547259
Grant,Hospitals,2,40.5158446,-85.6547259
Grant,Furniture And Home Furnishings Stores,9,40.5158446,-85.6547259
Grant,Support Activities For Agriculture & Forestry,3,40.5158446,-85.6547259
Greene,Animal Production,8,39.036329,-86.9620466
Greene,Publishing Industries (Except Internet),2,39.036329,-86.9620466
Greene,Management Of Companies And Enterprises,3,39.036329,-86.9620466
Greene,Heavy And Civil Engineering Construction,1,39.036329,-86.9620466
Greene,Printing And Related Support Activities,2,39.036329,-86.9620466
Greene,Support Activities For Transportation,1,39.036329,-86.9620466
Greene,Utilities,5,39.036329,-86.9620466
Greene,Support Activities For Mining,1,39.036329,-86.9620466
Greene,Sporting & Music Stores,2,39.036329,-86.9620466
Greene,Telecommunications,3,39.036329,-86.9620466
Greene,Forestry And Logging,3,39.036329,-86.9620466
Greene,Nonstore Retailers,6,39.036329,-86.9620466
Greene,"Arts, Entertainment, And Recreation",2,39.036329,-86.9620466
Greene,Crop Production,5,39.036329,-86.9620466
Greene,Furniture And Home Furnishings Stores,4,39.036329,-86.9620466
Greene,Motor Vehicle And Parts Dealers,16,39.036329,-86.9620466
Greene,Accommodation,2,39.036329,-86.9620466
Greene,Internet Services,1,39.036329,-86.9620466
Greene,Miscellaneous Manufacturing,2,39.036329,-86.9620466
Greene,Mining,4,39.036329,-86.9620466
Greene,Nonmetallic Mineral Product Mfg,5,39.036329,-86.9620466
Greene,Primary Metal Manufacturing,1,39.036329,-86.9620466
Greene,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",13,39.036329,-86.9620466
Greene,Educational Services,4,39.036329,-86.9620466
Greene,Miscellaneous Store Retailers,10,39.036329,-86.9620466
Greene,Support Activities For Agriculture & Forestry,1,39.036329,-86.9620466
Greene,Waste Mgt. & Remediation Services,5,39.036329,-86.9620466
Greene,Wood Product Manufacturing,3,39.036329,-86.9620466
Greene,Information,6,39.036329,-86.9620466
Greene,"Amusement, Gambling, And Recreation Industries",2,39.036329,-86.9620466
Greene,"Securities, Commodity Contracts, And Other",2,39.036329,-86.9620466
Greene,Beverage And Tobacco Product Mfg,2,39.036329,-86.9620466
Greene,Health And Personal Care Stores,8,39.036329,-86.9620466
Greene,Food Manufacturing,3,39.036329,-86.9620466
Greene,Wholesale Elec. Markets & Agents & Brokers,5,39.036329,-86.9620466
Greene,Mining (Except Oil And Gas),3,39.036329,-86.9620466
Greene,Apparel Manufacturing,1,39.036329,-86.9620466
Greene,Fabricated Metal Product Mfg,5,39.036329,-86.9620466
Greene,Furniture And Related Product Mfg,2,39.036329,-86.9620466
Greene,Bldg. Mat. & Garden Equip. & Supp. Dealers,10,39.036329,-86.9620466
Greene,Clothing And Clothing Accessories Stores,3,39.036329,-86.9620466
Hamilton,Miscellaneous Store Retailers,99,40.0724895,-86.0520143
Hamilton,"Securities, Commodity Contracts, And Other",178,40.0724895,-86.0520143
Hamilton,Educational Services,179,40.0724895,-86.0520143
Hamilton,Motion Picture & Sound Recording Industries,24,40.0724895,-86.0520143
Hamilton,Nonmetallic Mineral Product Mfg,16,40.0724895,-86.0520143
Hamilton,Fabricated Metal Product Mfg,29,40.0724895,-86.0520143
Hamilton,Support Activities For Transportation,31,40.0724895,-86.0520143
Hamilton,Other Information Services,12,40.0724895,-86.0520143
Hamilton,Textile Product Mills,5,40.0724895,-86.0520143
Hamilton,Lessors Of Nonfinancial Intangible Assets (Except Copyrighted Works),6,40.0724895,-86.0520143
Hamilton,Waste Mgt. & Remediation Services,19,40.0724895,-86.0520143
Hamilton,Paper Manufacturing,1,40.0724895,-86.0520143
Hamilton,Sporting & Music Stores,49,40.0724895,-86.0520143
Hamilton,Warehousing And Storage,5,40.0724895,-86.0520143
Hamilton,Wood Product Manufacturing,5,40.0724895,-86.0520143
Hamilton,Computer And Electronic Product Mfg,13,40.0724895,-86.0520143
Hamilton,Management Of Companies And Enterprises,104,40.0724895,-86.0520143
Hamilton,"Fishing, Hunting And Trapping",0,40.0724895,-86.0520143
Hamilton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",84,40.0724895,-86.0520143
Hamilton,Telecommunications,23,40.0724895,-86.0520143
Hamilton,Wholesale Elec. Markets & Agents & Brokers,257,40.0724895,-86.0520143
Hamilton,Utilities,12,40.0724895,-86.0520143
Hamilton,Mining,15,40.0724895,-86.0520143
Hamilton,"Performing Arts, Spectator Sports, And Related Industries",61,40.0724895,-86.0520143
Hamilton,Animal Production,3,40.0724895,-86.0520143
Hamilton,Crop Production,21,40.0724895,-86.0520143
Hamilton,"Funds, Trusts, And Other Financial Vehicles",2,40.0724895,-86.0520143
Hamilton,Nonstore Retailers,71,40.0724895,-86.0520143
Hamilton,Health And Personal Care Stores,109,40.0724895,-86.0520143
Hamilton,Transit And Ground Passenger Trans.,5,40.0724895,-86.0520143
Hamilton,Primary Metal Manufacturing,4,40.0724895,-86.0520143
Hamilton,Support Activities For Agriculture & Forestry,14,40.0724895,-86.0520143
Hamilton,Scenic And Sightseeing Transportation,2,40.0724895,-86.0520143
Hamilton,Broadcasting (Except Internet),5,40.0724895,-86.0520143
Hamilton,Couriers And Messengers,6,40.0724895,-86.0520143
Hamilton,Bldg. Mat. & Garden Equip. & Supp. Dealers,60,40.0724895,-86.0520143
Hamilton,Machinery Manufacturing,23,40.0724895,-86.0520143
Hamilton,Motor Vehicle And Parts Dealers,111,40.0724895,-86.0520143
Hamilton,Heavy And Civil Engineering Construction,40,40.0724895,-86.0520143
Hamilton,Electronics And Appliance Stores,43,40.0724895,-86.0520143
Hamilton,Accommodation,39,40.0724895,-86.0520143
Hamilton,Air Transportation,0,40.0724895,-86.0520143
Hamilton,"Arts, Entertainment, And Recreation",183,40.0724895,-86.0520143
Hamilton,Apparel Manufacturing,2,40.0724895,-86.0520143
Hamilton,Information,147,40.0724895,-86.0520143
Hamilton,Textile Mills,4,40.0724895,-86.0520143
Hamilton,Publishing Industries (Except Internet),52,40.0724895,-86.0520143
Hamilton,Mining (Except Oil And Gas),9,40.0724895,-86.0520143
Hamilton,Chemical Manufacturing,7,40.0724895,-86.0520143
Hamilton,Pipeline Transportation,1,40.0724895,-86.0520143
Hamilton,Miscellaneous Manufacturing,36,40.0724895,-86.0520143
Hamilton,Electric,9,40.0724895,-86.0520143
Hamilton,Hospitals,6,40.0724895,-86.0520143
Hamilton,Support Activities For Mining,6,40.0724895,-86.0520143
Hamilton,"Museums, Historical Sites, And Similar Institutions",3,40.0724895,-86.0520143
Hamilton,Printing And Related Support Activities,27,40.0724895,-86.0520143
Hamilton,"Amusement, Gambling, And Recreation Industries",119,40.0724895,-86.0520143
Hamilton,Plastics And Rubber Products Mfg,8,40.0724895,-86.0520143
Hamilton,Food Manufacturing,14,40.0724895,-86.0520143
Hamilton,Beverage And Tobacco Product Mfg,9,40.0724895,-86.0520143
Hamilton,Furniture And Related Product Mfg,9,40.0724895,-86.0520143
Hamilton,Furniture And Home Furnishings Stores,57,40.0724895,-86.0520143
Hamilton,Internet Services,32,40.0724895,-86.0520143
Hamilton,Clothing And Clothing Accessories Stores,106,40.0724895,-86.0520143
Hancock,Educational Services,12,39.82355,-85.7732377
Hancock,Accommodation,10,39.82355,-85.7732377
Hancock,Animal Production,5,39.82355,-85.7732377
Hancock,Support Activities For Agriculture & Forestry,7,39.82355,-85.7732377
Hancock,Sporting & Music Stores,8,39.82355,-85.7732377
Hancock,Chemical Manufacturing,4,39.82355,-85.7732377
Hancock,"Amusement, Gambling, And Recreation Industries",12,39.82355,-85.7732377
Hancock,Support Activities For Transportation,8,39.82355,-85.7732377
Hancock,Printing And Related Support Activities,8,39.82355,-85.7732377
Hancock,Furniture And Home Furnishings Stores,4,39.82355,-85.7732377
Hancock,Fabricated Metal Product Mfg,15,39.82355,-85.7732377
Hancock,Paper Manufacturing,2,39.82355,-85.7732377
Hancock,Motor Vehicle And Parts Dealers,26,39.82355,-85.7732377
Hancock,Miscellaneous Manufacturing,2,39.82355,-85.7732377
Hancock,Waste Mgt. & Remediation Services,6,39.82355,-85.7732377
Hancock,Publishing Industries (Except Internet),5,39.82355,-85.7732377
Hancock,Telecommunications,5,39.82355,-85.7732377
Hancock,Other Information Services,2,39.82355,-85.7732377
Hancock,Crop Production,14,39.82355,-85.7732377
Hancock,Warehousing And Storage,5,39.82355,-85.7732377
Hancock,Apparel Manufacturing,1,39.82355,-85.7732377
Hancock,Nonstore Retailers,9,39.82355,-85.7732377
Hancock,Nonmetallic Mineral Product Mfg,6,39.82355,-85.7732377
Hancock,Textile Product Mills,1,39.82355,-85.7732377
Hancock,Scenic And Sightseeing Transportation,1,39.82355,-85.7732377
Hancock,Beverage And Tobacco Product Mfg,3,39.82355,-85.7732377
Hancock,Primary Metal Manufacturing,1,39.82355,-85.7732377
Hancock,Health And Personal Care Stores,16,39.82355,-85.7732377
Hancock,Utilities,4,39.82355,-85.7732377
Hancock,Electronics And Appliance Stores,4,39.82355,-85.7732377
Hancock,Internet Services,2,39.82355,-85.7732377
Hancock,"Securities, Commodity Contracts, And Other",21,39.82355,-85.7732377
Hancock,"Arts, Entertainment, And Recreation",18,39.82355,-85.7732377
Hancock,Food Manufacturing,4,39.82355,-85.7732377
Hancock,Management Of Companies And Enterprises,8,39.82355,-85.7732377
Hancock,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",17,39.82355,-85.7732377
Hancock,Miscellaneous Store Retailers,19,39.82355,-85.7732377
Hancock,Plastics And Rubber Products Mfg,4,39.82355,-85.7732377
Hancock,Information,15,39.82355,-85.7732377
Hancock,Motion Picture & Sound Recording Industries,2,39.82355,-85.7732377
Hancock,Wholesale Elec. Markets & Agents & Brokers,30,39.82355,-85.7732377
Hancock,Couriers And Messengers,2,39.82355,-85.7732377
Hancock,Furniture And Related Product Mfg,6,39.82355,-85.7732377
Hancock,"Performing Arts, Spectator Sports, And Related Industries",6,39.82355,-85.7732377
Hancock,Air Transportation,1,39.82355,-85.7732377
Hancock,Wood Product Manufacturing,2,39.82355,-85.7732377
Hancock,Clothing And Clothing Accessories Stores,8,39.82355,-85.7732377
Hancock,Machinery Manufacturing,10,39.82355,-85.7732377
Hancock,Bldg. Mat. & Garden Equip. & Supp. Dealers,18,39.82355,-85.7732377
Hancock,Computer And Electronic Product Mfg,1,39.82355,-85.7732377
Hancock,Heavy And Civil Engineering Construction,16,39.82355,-85.7732377
Harrison,Beverage And Tobacco Product Mfg,3,38.1951229,-86.111311
Harrison,Miscellaneous Manufacturing,2,38.1951229,-86.111311
Harrison,Wood Product Manufacturing,12,38.1951229,-86.111311
Harrison,Electronics And Appliance Stores,2,38.1951229,-86.111311
Harrison,Mining (Except Oil And Gas),7,38.1951229,-86.111311
Harrison,Printing And Related Support Activities,2,38.1951229,-86.111311
Harrison,Plastics And Rubber Products Mfg,1,38.1951229,-86.111311
Harrison,"Securities, Commodity Contracts, And Other",5,38.1951229,-86.111311
Harrison,Telecommunications,3,38.1951229,-86.111311
Harrison,Chemical Manufacturing,2,38.1951229,-86.111311
Harrison,"Museums, Historical Sites, And Similar Institutions",2,38.1951229,-86.111311
Harrison,Food Manufacturing,6,38.1951229,-86.111311
Harrison,Nonstore Retailers,6,38.1951229,-86.111311
Harrison,Publishing Industries (Except Internet),1,38.1951229,-86.111311
Harrison,Utilities,6,38.1951229,-86.111311
Harrison,Forestry And Logging,4,38.1951229,-86.111311
Harrison,Wholesale Elec. Markets & Agents & Brokers,6,38.1951229,-86.111311
Harrison,Machinery Manufacturing,2,38.1951229,-86.111311
Harrison,Motor Vehicle And Parts Dealers,14,38.1951229,-86.111311
Harrison,"Amusement, Gambling, And Recreation Industries",7,38.1951229,-86.111311
Harrison,Health And Personal Care Stores,6,38.1951229,-86.111311
Harrison,Clothing And Clothing Accessories Stores,6,38.1951229,-86.111311
Harrison,Educational Services,3,38.1951229,-86.111311
Harrison,Mining,8,38.1951229,-86.111311
Harrison,Management Of Companies And Enterprises,2,38.1951229,-86.111311
Harrison,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",5,38.1951229,-86.111311
Harrison,"Performing Arts, Spectator Sports, And Related Industries",4,38.1951229,-86.111311
Harrison,Miscellaneous Store Retailers,9,38.1951229,-86.111311
Harrison,Accommodation,6,38.1951229,-86.111311
Harrison,Support Activities For Transportation,1,38.1951229,-86.111311
Harrison,Sporting & Music Stores,4,38.1951229,-86.111311
Harrison,Waste Mgt. & Remediation Services,1,38.1951229,-86.111311
Harrison,Heavy And Civil Engineering Construction,3,38.1951229,-86.111311
Harrison,Support Activities For Mining,1,38.1951229,-86.111311
Harrison,Transit And Ground Passenger Trans.,2,38.1951229,-86.111311
Harrison,Furniture And Related Product Mfg,2,38.1951229,-86.111311
Harrison,Nonmetallic Mineral Product Mfg,1,38.1951229,-86.111311
Harrison,Fabricated Metal Product Mfg,8,38.1951229,-86.111311
Harrison,Furniture And Home Furnishings Stores,4,38.1951229,-86.111311
Harrison,Air Transportation,1,38.1951229,-86.111311
Harrison,Crop Production,11,38.1951229,-86.111311
Harrison,Bldg. Mat. & Garden Equip. & Supp. Dealers,8,38.1951229,-86.111311
Harrison,"Arts, Entertainment, And Recreation",13,38.1951229,-86.111311
Harrison,Animal Production,2,38.1951229,-86.111311
Harrison,Motion Picture & Sound Recording Industries,2,38.1951229,-86.111311
Harrison,Information,6,38.1951229,-86.111311
Hendricks,Accommodation,24,39.7695175,-86.5099761
Hendricks,Textile Product Mills,2,39.7695175,-86.5099761
Hendricks,Computer And Electronic Product Mfg,4,39.7695175,-86.5099761
Hendricks,Fabricated Metal Product Mfg,23,39.7695175,-86.5099761
Hendricks,"Performing Arts, Spectator Sports, And Related Industries",39,39.7695175,-86.5099761
Hendricks,Mining,1,39.7695175,-86.5099761
Hendricks,Nonmetallic Mineral Product Mfg,3,39.7695175,-86.5099761
Hendricks,Heavy And Civil Engineering Construction,16,39.7695175,-86.5099761
Hendricks,Animal Production,1,39.7695175,-86.5099761
Hendricks,Waste Mgt. & Remediation Services,17,39.7695175,-86.5099761
Hendricks,Miscellaneous Manufacturing,14,39.7695175,-86.5099761
Hendricks,Machinery Manufacturing,14,39.7695175,-86.5099761
Hendricks,Plastics And Rubber Products Mfg,6,39.7695175,-86.5099761
Hendricks,Warehousing And Storage,53,39.7695175,-86.5099761
Hendricks,Wholesale Elec. Markets & Agents & Brokers,54,39.7695175,-86.5099761
Hendricks,Electronics And Appliance Stores,26,39.7695175,-86.5099761
Hendricks,Postal Service,1,39.7695175,-86.5099761
Hendricks,Mining (Except Oil And Gas),1,39.7695175,-86.5099761
Hendricks,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",31,39.7695175,-86.5099761
Hendricks,Other Information Services,1,39.7695175,-86.5099761
Hendricks,Telecommunications,4,39.7695175,-86.5099761
Hendricks,Motor Vehicle And Parts Dealers,53,39.7695175,-86.5099761
Hendricks,Pipeline Transportation,3,39.7695175,-86.5099761
Hendricks,Apparel Manufacturing,1,39.7695175,-86.5099761
Hendricks,Primary Metal Manufacturing,2,39.7695175,-86.5099761
Hendricks,Bldg. Mat. & Garden Equip. & Supp. Dealers,32,39.7695175,-86.5099761
Hendricks,Couriers And Messengers,7,39.7695175,-86.5099761
Hendricks,Paper Manufacturing,1,39.7695175,-86.5099761
Hendricks,Utilities,10,39.7695175,-86.5099761
Hendricks,Nonstore Retailers,22,39.7695175,-86.5099761
Hendricks,Clothing And Clothing Accessories Stores,43,39.7695175,-86.5099761
Hendricks,"Arts, Entertainment, And Recreation",81,39.7695175,-86.5099761
Hendricks,Transit And Ground Passenger Trans.,6,39.7695175,-86.5099761
Hendricks,Sporting & Music Stores,17,39.7695175,-86.5099761
Hendricks,Furniture And Home Furnishings Stores,24,39.7695175,-86.5099761
Hendricks,Wood Product Manufacturing,3,39.7695175,-86.5099761
Hendricks,Motion Picture & Sound Recording Industries,7,39.7695175,-86.5099761
Hendricks,Miscellaneous Store Retailers,50,39.7695175,-86.5099761
Hendricks,"Museums, Historical Sites, And Similar Institutions",1,39.7695175,-86.5099761
Hendricks,Hospitals,2,39.7695175,-86.5099761
Hendricks,Crop Production,16,39.7695175,-86.5099761
Hendricks,Electric,2,39.7695175,-86.5099761
Hendricks,Food Manufacturing,4,39.7695175,-86.5099761
Hendricks,Information,25,39.7695175,-86.5099761
Hendricks,Educational Services,41,39.7695175,-86.5099761
Hendricks,Beverage And Tobacco Product Mfg,4,39.7695175,-86.5099761
Hendricks,"Securities, Commodity Contracts, And Other",34,39.7695175,-86.5099761
Hendricks,Health And Personal Care Stores,41,39.7695175,-86.5099761
Hendricks,"Amusement, Gambling, And Recreation Industries",41,39.7695175,-86.5099761
Hendricks,Internet Services,5,39.7695175,-86.5099761
Hendricks,Publishing Industries (Except Internet),8,39.7695175,-86.5099761
Hendricks,Support Activities For Transportation,22,39.7695175,-86.5099761
Hendricks,Management Of Companies And Enterprises,22,39.7695175,-86.5099761
Hendricks,Chemical Manufacturing,2,39.7695175,-86.5099761
Hendricks,Printing And Related Support Activities,15,39.7695175,-86.5099761
Hendricks,Support Activities For Agriculture & Forestry,3,39.7695175,-86.5099761
Hendricks,Furniture And Related Product Mfg,5,39.7695175,-86.5099761
Henry,Textile Product Mills,1,39.9310397,-85.3964354
Henry,Utilities,5,39.9310397,-85.3964354
Henry,Pipeline Transportation,1,39.9310397,-85.3964354
Henry,Nonmetallic Mineral Product Mfg,2,39.9310397,-85.3964354
Henry,Telecommunications,4,39.9310397,-85.3964354
Henry,Miscellaneous Manufacturing,4,39.9310397,-85.3964354
Henry,Nonstore Retailers,9,39.9310397,-85.3964354
Henry,Sporting & Music Stores,4,39.9310397,-85.3964354
Henry,Food Manufacturing,4,39.9310397,-85.3964354
Henry,Electronics And Appliance Stores,5,39.9310397,-85.3964354
Henry,Management Of Companies And Enterprises,3,39.9310397,-85.3964354
Henry,Waste Mgt. & Remediation Services,2,39.9310397,-85.3964354
Henry,Internet Services,1,39.9310397,-85.3964354
Henry,Primary Metal Manufacturing,2,39.9310397,-85.3964354
Henry,Accommodation,7,39.9310397,-85.3964354
Henry,Crop Production,13,39.9310397,-85.3964354
Henry,Animal Production,6,39.9310397,-85.3964354
Henry,Publishing Industries (Except Internet),5,39.9310397,-85.3964354
Henry,Mining,1,39.9310397,-85.3964354
Henry,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15,39.9310397,-85.3964354
Henry,Machinery Manufacturing,7,39.9310397,-85.3964354
Henry,Heavy And Civil Engineering Construction,10,39.9310397,-85.3964354
Henry,"Museums, Historical Sites, And Similar Institutions",1,39.9310397,-85.3964354
Henry,Mining (Except Oil And Gas),1,39.9310397,-85.3964354
Henry,Broadcasting (Except Internet),1,39.9310397,-85.3964354
Henry,Transit And Ground Passenger Trans.,1,39.9310397,-85.3964354
Henry,Health And Personal Care Stores,14,39.9310397,-85.3964354
Henry,Forestry And Logging,1,39.9310397,-85.3964354
Henry,Furniture And Home Furnishings Stores,2,39.9310397,-85.3964354
Henry,Electric,1,39.9310397,-85.3964354
Henry,Wholesale Elec. Markets & Agents & Brokers,5,39.9310397,-85.3964354
Henry,Support Activities For Transportation,2,39.9310397,-85.3964354
Henry,Motor Vehicle And Parts Dealers,15,39.9310397,-85.3964354
Henry,Air Transportation,1,39.9310397,-85.3964354
Henry,Clothing And Clothing Accessories Stores,10,39.9310397,-85.3964354
Henry,Support Activities For Agriculture & Forestry,3,39.9310397,-85.3964354
Henry,Miscellaneous Store Retailers,12,39.9310397,-85.3964354
Henry,"Securities, Commodity Contracts, And Other",8,39.9310397,-85.3964354
Henry,Furniture And Related Product Mfg,1,39.9310397,-85.3964354
Henry,Chemical Manufacturing,1,39.9310397,-85.3964354
Henry,Bldg. Mat. & Garden Equip. & Supp. Dealers,9,39.9310397,-85.3964354
Henry,"Performing Arts, Spectator Sports, And Related Industries",3,39.9310397,-85.3964354
Henry,Fabricated Metal Product Mfg,11,39.9310397,-85.3964354
Henry,"Arts, Entertainment, And Recreation",13,39.9310397,-85.3964354
Henry,Printing And Related Support Activities,3,39.9310397,-85.3964354
Henry,Information,11,39.9310397,-85.3964354
Henry,Beverage And Tobacco Product Mfg,1,39.9310397,-85.3964354
Henry,"Amusement, Gambling, And Recreation Industries",9,39.9310397,-85.3964354
Henry,Plastics And Rubber Products Mfg,3,39.9310397,-85.3964354
Henry,Wood Product Manufacturing,1,39.9310397,-85.3964354
Howard,Mining,2,40.4835856,-86.1169307
Howard,Sporting & Music Stores,15,40.4835856,-86.1169307
Howard,Telecommunications,4,40.4835856,-86.1169307
Howard,Crop Production,8,40.4835856,-86.1169307
Howard,Waste Mgt. & Remediation Services,9,40.4835856,-86.1169307
Howard,Mining (Except Oil And Gas),2,40.4835856,-86.1169307
Howard,Miscellaneous Manufacturing,3,40.4835856,-86.1169307
Howard,Miscellaneous Store Retailers,40,40.4835856,-86.1169307
Howard,Warehousing And Storage,4,40.4835856,-86.1169307
Howard,Electronics And Appliance Stores,15,40.4835856,-86.1169307
Howard,Accommodation,12,40.4835856,-86.1169307
Howard,Couriers And Messengers,11,40.4835856,-86.1169307
Howard,Fabricated Metal Product Mfg,9,40.4835856,-86.1169307
Howard,Broadcasting (Except Internet),2,40.4835856,-86.1169307
Howard,Nonstore Retailers,6,40.4835856,-86.1169307
Howard,Support Activities For Transportation,7,40.4835856,-86.1169307
Howard,Chemical Manufacturing,1,40.4835856,-86.1169307
Howard,"Arts, Entertainment, And Recreation",13,40.4835856,-86.1169307
Howard,Animal Production,4,40.4835856,-86.1169307
Howard,Computer And Electronic Product Mfg,6,40.4835856,-86.1169307
Howard,Heavy And Civil Engineering Construction,6,40.4835856,-86.1169307
Howard,Machinery Manufacturing,8,40.4835856,-86.1169307
Howard,Electric,2,40.4835856,-86.1169307
Howard,"Securities, Commodity Contracts, And Other",32,40.4835856,-86.1169307
Howard,Motion Picture & Sound Recording Industries,2,40.4835856,-86.1169307
Howard,Educational Services,18,40.4835856,-86.1169307
Howard,Beverage And Tobacco Product Mfg,2,40.4835856,-86.1169307
Howard,Primary Metal Manufacturing,3,40.4835856,-86.1169307
Howard,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",30,40.4835856,-86.1169307
Howard,Health And Personal Care Stores,29,40.4835856,-86.1169307
Howard,"Museums, Historical Sites, And Similar Institutions",1,40.4835856,-86.1169307
Howard,"Performing Arts, Spectator Sports, And Related Industries",3,40.4835856,-86.1169307
Howard,Motor Vehicle And Parts Dealers,40,40.4835856,-86.1169307
Howard,Hospitals,3,40.4835856,-86.1169307
Howard,Other Information Services,1,40.4835856,-86.1169307
Howard,Plastics And Rubber Products Mfg,2,40.4835856,-86.1169307
Howard,Management Of Companies And Enterprises,8,40.4835856,-86.1169307
Howard,Food Manufacturing,6,40.4835856,-86.1169307
Howard,Bldg. Mat. & Garden Equip. & Supp. Dealers,21,40.4835856,-86.1169307
Howard,Wholesale Elec. Markets & Agents & Brokers,13,40.4835856,-86.1169307
Howard,Utilities,4,40.4835856,-86.1169307
Howard,Printing And Related Support Activities,8,40.4835856,-86.1169307
Howard,Furniture And Home Furnishings Stores,16,40.4835856,-86.1169307
Howard,Furniture And Related Product Mfg,3,40.4835856,-86.1169307
Howard,Transit And Ground Passenger Trans.,2,40.4835856,-86.1169307
Howard,Wood Product Manufacturing,5,40.4835856,-86.1169307
Howard,Clothing And Clothing Accessories Stores,38,40.4835856,-86.1169307
Howard,"Amusement, Gambling, And Recreation Industries",9,40.4835856,-86.1169307
Howard,Publishing Industries (Except Internet),5,40.4835856,-86.1169307
Howard,Support Activities For Agriculture & Forestry,1,40.4835856,-86.1169307
Howard,Nonmetallic Mineral Product Mfg,3,40.4835856,-86.1169307
Howard,Information,14,40.4835856,-86.1169307
Huntington,Motor Vehicle And Parts Dealers,12,40.82924,-85.4881723
Huntington,Hospitals,1,40.82924,-85.4881723
Huntington,Forestry And Logging,2,40.82924,-85.4881723
Huntington,Furniture And Home Furnishings Stores,6,40.82924,-85.4881723
Huntington,Miscellaneous Store Retailers,12,40.82924,-85.4881723
Huntington,"Securities, Commodity Contracts, And Other",13,40.82924,-85.4881723
Huntington,Nonstore Retailers,11,40.82924,-85.4881723
Huntington,Electric,2,40.82924,-85.4881723
Huntington,Couriers And Messengers,1,40.82924,-85.4881723
Huntington,"Museums, Historical Sites, And Similar Institutions",2,40.82924,-85.4881723
Huntington,Air Transportation,1,40.82924,-85.4881723
Huntington,Publishing Industries (Except Internet),3,40.82924,-85.4881723
Huntington,Printing And Related Support Activities,3,40.82924,-85.4881723
Huntington,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",12,40.82924,-85.4881723
Huntington,Broadcasting (Except Internet),1,40.82924,-85.4881723
Huntington,Miscellaneous Manufacturing,3,40.82924,-85.4881723
Huntington,Waste Mgt. & Remediation Services,2,40.82924,-85.4881723
Huntington,Educational Services,8,40.82924,-85.4881723
Huntington,Health And Personal Care Stores,10,40.82924,-85.4881723
Huntington,Petroleum And Coal Products Mfg,1,40.82924,-85.4881723
Huntington,Beverage And Tobacco Product Mfg,1,40.82924,-85.4881723
Huntington,Chemical Manufacturing,1,40.82924,-85.4881723
Huntington,Telecommunications,2,40.82924,-85.4881723
Huntington,Food Manufacturing,6,40.82924,-85.4881723
